Name,Age,Region,Gender,Investment,Yield
Ira,20,Brong Ahafo Region,Female,1258,1.8
Drusy,22,Ashanti Region,Male,6092,3.6
Ginni,16,Upper West,Female,1481,1.8
Ardis,21,Eastern Region,Female,7294,4
Loella,23,Upper East Region,Female,3047,2.3
Cristionna,15,Central Region,Female,1464,1.8
Karlen,23,Upper West,Male,1057,1.8
Ana,24,Central Region,Female,2120,2
Marlyn,17,Upper West,Female,3931,2.5
Madelon,22,Upper West,Male,5678,3.3
Conchita,20,Eastern Region,Male,3315,2.3
Orsa,21,Central Region,Female,7024,3.9
Charin,15,Volta Region,Female,6934,3.8
Kellsie,15,Central Region,Male,3083,2.3
Ferdinanda,16,Volta Region,Female,3048,2.3
Candida,17,Upper West,Male,1437,1.8
Bambi,23,Greater Accra,Female,4261,2.7
Koo,15,Greater Accra,Female,2007,2
Annaliese,18,Upper West,Male,819,1.7
Guenevere,15,Eastern Region,Male,6113,3.6
Rosemary,18,Brong Ahafo Region,Male,1588,1.9
Brunhilda,23,Western Region,Female,2232,2
Piper,20,Upper West,Male,3733,2.5
Paule,24,Brong Ahafo Region,Female,2004,2
Adelice,15,Northern Region,Female,3224,2.3
Karola,25,Brong Ahafo Region,Male,1151,1.8
Carissa,20,Greater Accra,Male,5504,3.3
Sharona,23,Central Region,Male,1616,1.9
Jessa,18,Central Region,Male,4423,2.8
Cornie,20,Western Region,Female,1815,1.9
Cloris,24,Northern Region,Female,2460,2.1
Daisy,22,Volta Region,Female,6380,3.7
Elie,20,Greater Accra,Male,3937,2.5
Linnie,17,Eastern Region,Female,3242,2.3
Florinda,22,Central Region,Male,1974,1.9
Jewelle,17,Greater Accra,Female,5207,3.1
Sarina,15,Central Region,Male,1139,1.8
Shirleen,23,Volta Region,Male,4688,2.8
Doris,20,Western Region,Female,6365,3.7
Anni,18,Western Region,Female,2225,2
Livy,25,Brong Ahafo Region,Male,1436,1.8
Joan,21,Upper East Region,Female,1169,1.8
Giana,21,Greater Accra,Male,5451,3.2
Anny,25,Eastern Region,Male,1584,1.9
Aubrey,25,Brong Ahafo Region,Female,2720,2.2
Joete,18,Greater Accra,Female,1559,1.9
Lucilia,24,Eastern Region,Male,1544,1.9
Carmon,15,Northern Region,Male,1335,1.8
Corinne,21,Central Region,Male,5302,3.2
Linnea,17,Volta Region,Female,5502,3.3
Andriette,20,Ashanti Region,Male,1435,1.8
Imogene,23,Greater Accra,Male,5672,3.3
Jan,15,Ashanti Region,Female,3322,2.3
Abbe,23,Upper West,Female,2953,2.2
Annecorinne,15,Western Region,Female,5858,3.5
Lotta,20,Northern Region,Male,2965,2.2
Annissa,15,Central Region,Male,3567,2.4
Hesther,23,Upper East Region,Male,4499,2.8
Shayne,20,Greater Accra,Female,3792,2.5
Clemence,22,Greater Accra,Female,7010,3.9
Flor,16,Ashanti Region,Male,6971,3.8
Edythe,20,Upper West,Female,3454,2.4
Missie,15,Greater Accra,Female,7422,4
Stesha,23,Brong Ahafo Region,Male,6825,3.8
Aileen,21,Western Region,Male,1121,1.8
Meg,25,Northern Region,Female,7263,4
Frankie,24,Brong Ahafo Region,Male,4110,2.6
Aurel,19,Volta Region,Male,4602,2.8
Salomi,25,Northern Region,Male,4480,2.8
Gretna,25,Eastern Region,Male,7483,4
Ellen,19,Volta Region,Female,6760,3.8
Darcie,15,Upper West,Male,4130,2.6
Ailsun,17,Central Region,Female,4826,2.9
Audrie,19,Greater Accra,Female,1742,1.9
Charmian,23,Eastern Region,Female,4140,2.6
Abbe,18,Greater Accra,Female,2192,2
Rubetta,16,Upper East Region,Female,3220,2.3
Becki,15,Western Region,Male,1606,1.9
Charla,18,Upper East Region,Male,5981,3.5
Hilda,15,Greater Accra,Female,1503,1.9
Abagael,25,Western Region,Male,7013,3.9
Liesa,18,Northern Region,Female,7327,4
Martina,23,Eastern Region,Female,1352,1.8
Nesta,22,Upper West,Male,4888,2.9
Elladine,21,Greater Accra,Female,5883,3.5
Lib,17,Upper East Region,Male,3754,2.5
Lyndsay,22,Greater Accra,Female,5284,3.1
Phebe,24,Western Region,Male,1039,1.8
Nicolea,15,Eastern Region,Male,5933,3.5
Loella,22,Greater Accra,Male,3188,2.3
Marga,15,Volta Region,Female,6846,3.8
Raphaela,21,Eastern Region,Female,6632,3.7
Marcia,17,Central Region,Female,5891,3.5
Fernandina,15,Upper East Region,Female,1118,1.8
Maurine,19,Upper East Region,Male,4635,2.8
Andria,16,Volta Region,Male,1405,1.8
Alyson,18,Ashanti Region,Male,5096,3.1
Cathyleen,15,Eastern Region,Female,976,1.7
Leanna,15,Northern Region,Female,4669,2.8
Melinde,18,Central Region,Female,3623,2.4
Bethena,21,Upper West,Female,6542,3.7
Karita,24,Central Region,Female,1675,1.9
Row,19,Brong Ahafo Region,Female,5155,3.1
Beilul,15,Upper West,Male,2259,2
Kora,17,Upper West,Female,6876,3.8
Naomi,18,Upper West,Male,6938,3.8
Bethina,22,Upper West,Male,6133,3.6
Brigid,20,Greater Accra,Female,5330,3.2
Edita,24,Brong Ahafo Region,Female,7417,4
Sofia,22,Greater Accra,Female,3776,2.5
Dulci,20,Ashanti Region,Male,4287,2.7
Judi,16,Brong Ahafo Region,Male,4680,2.8
Olivette,15,Central Region,Male,5870,3.5
Jacquelynn,23,Upper East Region,Female,2700,2.2
Rosa,19,Eastern Region,Female,1790,1.9
Laurel,21,Central Region,Male,2926,2.2
Ivett,22,Upper West,Female,2958,2.2
Jandy,15,Ashanti Region,Male,5963,3.5
Adrianna,24,Brong Ahafo Region,Female,7137,3.9
Rosaleen,21,Northern Region,Female,3724,2.5
Ariela,21,Brong Ahafo Region,Female,6742,3.8
Cherrita,20,Upper East Region,Male,1973,1.9
Leann,20,Upper East Region,Female,6695,3.7
Paulie,19,Volta Region,Male,6139,3.6
Mirabella,23,Western Region,Female,5966,3.5
Marla,24,Ashanti Region,Male,1303,1.8
Amaleta,16,Volta Region,Female,5094,3.1
Frannie,15,Greater Accra,Male,3588,2.4
Margot,21,Volta Region,Female,3527,2.4
Gertie,16,Greater Accra,Male,6951,3.8
Johnette,16,Eastern Region,Female,6740,3.8
Joscelin,22,Central Region,Male,6405,3.7
Naoma,20,Upper West,Male,5976,3.5
Johnette,16,Northern Region,Female,3901,2.5
Auria,19,Eastern Region,Male,6874,3.8
Norine,16,Upper West,Male,5668,3.3
Inna,25,Central Region,Female,5937,3.5
Kym,21,Volta Region,Male,1295,1.8
Nikki,20,Volta Region,Female,6286,3.6
Cherrita,17,Central Region,Female,3843,2.5
Eugine,15,Volta Region,Female,2168,2
Aurelie,15,Upper West,Male,1449,1.8
Berty,25,Western Region,Male,2517,2.2
Cilka,17,Volta Region,Male,4719,2.9
Jackqueline,20,Central Region,Male,2445,2.1
Marabel,19,Western Region,Female,4707,2.9
Bonnibelle,18,Ashanti Region,Male,1322,1.8
Minnnie,16,Greater Accra,Male,3313,2.3
Katinka,16,Eastern Region,Male,6863,3.8
Auberta,15,Central Region,Male,1276,1.8
Mable,17,Ashanti Region,Female,2479,2.1
Harli,15,Northern Region,Male,5702,3.4
Christine,20,Central Region,Male,2842,2.2
Sabrina,23,Northern Region,Male,3171,2.3
Marje,19,Eastern Region,Female,4426,2.8
Bria,23,Eastern Region,Male,6671,3.7
Cecil,16,Central Region,Female,3829,2.5
Marika,22,Brong Ahafo Region,Female,6377,3.7
Dalila,24,Central Region,Male,1017,1.8
Bunny,24,Upper West,Female,2578,2.2
Ronna,23,Ashanti Region,Male,2963,2.2
Lettie,15,Volta Region,Female,6835,3.8
Bobbi,18,Upper West,Female,4334,2.7
Doralia,16,Upper West,Male,5389,3.2
Sibyl,20,Greater Accra,Male,5978,3.5
Page,20,Eastern Region,Female,7397,4
Ernaline,22,Western Region,Female,6973,3.8
Bel,23,Ashanti Region,Female,1105,1.8
Lori,20,Brong Ahafo Region,Male,2102,2
Marysa,16,Ashanti Region,Male,6448,3.7
Candis,24,Upper West,Male,4363,2.7
Chrissy,22,Upper West,Female,1386,1.8
Audi,18,Ashanti Region,Male,1988,1.9
Jilli,21,Northern Region,Female,3365,2.3
Bobbe,25,Greater Accra,Female,1789,1.9
Celestine,15,Upper West,Female,7038,3.9
Ashlan,24,Upper East Region,Male,6194,3.6
Nelia,24,Western Region,Female,1208,1.8
Eyde,24,Northern Region,Female,1551,1.9
Doralin,18,Western Region,Male,4835,2.9
Ettie,24,Volta Region,Male,6396,3.7
Iolanthe,23,Brong Ahafo Region,Male,1588,1.9
Alessandra,25,Brong Ahafo Region,Male,1391,1.8
Malissia,18,Upper East Region,Male,2655,2.2
Rebeca,18,Eastern Region,Female,5425,3.2
Gertruda,22,Western Region,Female,7424,4
Avis,24,Upper East Region,Female,2819,2.2
Juline,24,Greater Accra,Male,4787,2.9
Priscella,21,Ashanti Region,Female,2400,2.1
Molli,16,Central Region,Female,4807,2.9
Mil,24,Brong Ahafo Region,Male,5014,3
Lissy,17,Northern Region,Male,1392,1.8
Riki,19,Volta Region,Male,6858,3.8
Elisabeth,17,Upper East Region,Female,5869,3.5
Eleanor,15,Ashanti Region,Female,1847,1.9
Helli,24,Upper East Region,Male,4174,2.6
Catina,22,Upper East Region,Male,5325,3.2
Loise,24,Volta Region,Male,4391,2.7
Stormie,21,Upper West,Female,5583,3.3
Manda,22,Greater Accra,Male,5714,3.4
Jackquelin,20,Eastern Region,Female,6440,3.7
Krystal,22,Eastern Region,Male,4326,2.7
Bernadette,20,Volta Region,Male,2473,2.1
Dorthea,16,Western Region,Female,1128,1.8
Joycelin,25,Brong Ahafo Region,Male,3602,2.4
Babbie,22,Volta Region,Female,5811,3.5
Elyse,25,Upper West,Male,4208,2.7
Benedikta,25,Western Region,Male,3971,2.5
Darelle,23,Brong Ahafo Region,Female,1101,1.8
Krissy,21,Brong Ahafo Region,Male,7430,4
Jacky,23,Greater Accra,Female,2418,2.1
Arda,20,Upper West,Male,6385,3.7
Esma,25,Ashanti Region,Male,3654,2.4
Deeann,18,Volta Region,Male,6969,3.8
Shaun,15,Central Region,Male,5889,3.5
Kelcie,17,Greater Accra,Female,6490,3.7
Joby,15,Central Region,Female,7423,4
Joannes,15,Upper West,Female,4788,2.9
Myrilla,22,Northern Region,Female,1134,1.8
Tasia,22,Central Region,Male,2748,2.2
Jelene,23,Northern Region,Male,1106,1.8
Elsy,19,Brong Ahafo Region,Female,4055,2.6
Carmita,18,Upper East Region,Male,1717,1.9
Shauna,23,Central Region,Female,3637,2.4
Janka,22,Central Region,Male,5798,3.4
Lindsey,16,Western Region,Female,2444,2.1
Dionis,20,Eastern Region,Male,3888,2.5
Aileen,23,Upper East Region,Female,1370,1.8
Grethel,25,Greater Accra,Female,5644,3.3
Pammy,21,Upper West,Female,6807,3.8
Jean,16,Upper East Region,Female,2105,2
Olva,18,Western Region,Male,2560,2.2
Margarethe,15,Volta Region,Male,6551,3.7
Arline,15,Central Region,Female,3504,2.4
Ainslie,15,Eastern Region,Male,1311,1.8
Chrysa,18,Volta Region,Female,6649,3.7
Daphna,17,Eastern Region,Male,3605,2.4
Bertie,22,Western Region,Female,4389,2.7
Jobina,17,Western Region,Female,6205,3.6
Pansie,16,Eastern Region,Male,6888,3.8
Melantha,22,Eastern Region,Female,5150,3.1
Brina,25,Western Region,Male,5689,3.3
Tandy,19,Brong Ahafo Region,Female,1693,1.9
Inesita,22,Northern Region,Male,2579,2.2
Deirdre,22,Upper West,Male,7424,4
Rozamond,15,Eastern Region,Male,1577,1.9
Robby,15,Brong Ahafo Region,Male,1048,1.8
Sherill,24,Brong Ahafo Region,Female,1735,1.9
Julita,22,Eastern Region,Male,1464,1.8
Murial,19,Upper East Region,Male,1741,1.9
Ashia,21,Western Region,Female,4415,2.8
Hedwig,19,Volta Region,Male,4074,2.6
Kim,18,Western Region,Female,3671,2.4
Odelia,18,Brong Ahafo Region,Female,3764,2.5
Tedda,24,Brong Ahafo Region,Male,6176,3.6
Georgette,19,Central Region,Male,2528,2.2
Ester,20,Greater Accra,Male,3173,2.3
Gray,15,Ashanti Region,Male,7101,3.9
Sapphira,22,Northern Region,Female,3595,2.4
Anne,24,Volta Region,Male,5723,3.4
Marcille,22,Eastern Region,Male,5417,3.2
Cherice,19,Greater Accra,Male,5013,3
Caprice,22,Northern Region,Female,2035,2
Ileana,21,Northern Region,Male,7350,4
Cherilynn,21,Upper East Region,Female,4747,2.9
Pollyanna,16,Central Region,Female,2591,2.2
Jacquelyn,18,Upper East Region,Male,4665,2.8
Brinna,20,Western Region,Male,1532,1.9
Aubree,17,Northern Region,Male,2370,2.1
Belinda,15,Northern Region,Female,2373,2.1
Ronnie,20,Eastern Region,Female,7039,3.9
Carol,15,Volta Region,Male,2219,2
Natka,25,Northern Region,Female,1041,1.8
Elaina,18,Volta Region,Female,2530,2.2
Loreen,20,Eastern Region,Female,3470,2.4
Emmey,16,Greater Accra,Male,6624,3.7
Hedvig,15,Eastern Region,Female,4727,2.9
Kimbra,18,Volta Region,Male,3134,2.3
Greer,21,Central Region,Male,2382,2.1
Janina,25,Northern Region,Male,3578,2.4
Aubry,20,Ashanti Region,Male,6104,3.6
Deina,22,Central Region,Male,1878,1.9
Gwynne,15,Central Region,Female,6023,3.6
Latashia,16,Eastern Region,Male,2152,2
Katee,21,Central Region,Female,2444,2.1
Josephina,16,Central Region,Male,1209,1.8
Marj,15,Ashanti Region,Female,5234,3.1
Angeline,20,Upper East Region,Male,2947,2.2
Darice,17,Central Region,Female,5949,3.5
Arlina,20,Greater Accra,Male,1774,1.9
Denys,23,Central Region,Male,3702,2.5
Elsbeth,15,Western Region,Male,4821,2.9
Liva,16,Central Region,Male,3393,2.3
Hettie,15,Central Region,Female,3401,2.4
Roanne,16,Greater Accra,Female,4325,2.7
Karoly,16,Upper East Region,Female,6424,3.7
Flossie,19,Central Region,Male,1772,1.9
Chere,21,Northern Region,Male,5237,3.1
Renae,23,Upper East Region,Male,2599,2.2
Jeannine,15,Volta Region,Male,5826,3.5
Hettie,24,Eastern Region,Female,6548,3.7
Henrietta,18,Upper West,Female,2249,2
Shell,22,Volta Region,Female,1413,1.8
Rivy,25,Ashanti Region,Male,1823,1.9
Corinne,18,Volta Region,Female,4938,3
Gabrielle,17,Central Region,Male,1772,1.9
Freddi,16,Volta Region,Female,5840,3.5
Raychel,21,Eastern Region,Male,6725,3.8
Cathrin,16,Greater Accra,Female,906,1.7
Lucinda,21,Upper East Region,Female,4722,2.9
Margit,18,Upper West,Female,805,1.7
Lizabeth,15,Upper West,Male,2344,2.1
Jena,22,Upper West,Female,3639,2.4
Lucia,21,Brong Ahafo Region,Male,1460,1.8
Susannah,18,Brong Ahafo Region,Female,4349,2.7
Shelba,19,Volta Region,Male,1423,1.8
Mariette,21,Ashanti Region,Female,1421,1.8
Mae,15,Northern Region,Male,5731,3.4
Bertie,17,Greater Accra,Male,6442,3.7
Paola,15,Ashanti Region,Male,4097,2.6
Olivie,25,Greater Accra,Female,3200,2.3
Tanhya,18,Upper East Region,Female,2130,2
Carree,19,Upper East Region,Female,1417,1.8
Nancy,18,Northern Region,Female,3649,2.4
Candie,20,Ashanti Region,Female,4970,3
Kiele,19,Greater Accra,Female,4343,2.7
Kym,16,Northern Region,Female,5434,3.2
Sigrid,20,Northern Region,Male,6350,3.7
Elga,23,Brong Ahafo Region,Male,1866,1.9
Nanine,19,Volta Region,Male,5809,3.5
Carlotta,25,Upper East Region,Male,1546,1.9
Aurelie,25,Greater Accra,Female,5731,3.4
Cassandra,23,Eastern Region,Female,5036,3
Caitrin,15,Eastern Region,Female,3711,2.5
Merilee,18,Volta Region,Female,3032,2.3
Catlaina,25,Eastern Region,Female,2180,2
Hildegarde,18,Upper West,Male,3777,2.5
Arlana,15,Brong Ahafo Region,Male,2496,2.1
Shaun,15,Upper East Region,Male,6700,3.8
Linda,19,Brong Ahafo Region,Male,1625,1.9
Shane,18,Northern Region,Female,2051,2
Ines,24,Ashanti Region,Female,5346,NULL
Kynthia,18,Eastern Region,Male,2118,2
Chris,25,Greater Accra,Female,4875,2.9
Laura,21,Greater Accra,Male,3209,2.3
Irita,17,Eastern Region,Male,5445,3.2
Ezmeralda,25,Ashanti Region,Female,1410,1.8
Jilly,20,Upper East Region,Male,2758,2.2
Coralyn,18,Ashanti Region,Male,2569,2.2
Ceciley,23,Central Region,Male,7387,4
Ortensia,24,Brong Ahafo Region,Female,957,1.7
Leland,23,Northern Region,Female,5411,3.2
Clare,16,Upper West,Female,5480,3.2
Rora,20,Eastern Region,Male,1826,1.9
Lindy,21,Volta Region,Female,3750,2.5
Kellina,18,Western Region,Male,1027,1.8
Micky,20,Ashanti Region,Male,2164,2
Lesya,25,Northern Region,Female,5534,3.3
Dorena,23,Western Region,Female,1676,1.9
Dinnie,16,Upper West,Female,932,1.7
Gayel,22,Upper West,Female,5385,3.2
Roda,20,Western Region,Male,3289,2.3
Karlene,21,Eastern Region,Male,5909,3.5
Rowena,15,Volta Region,Female,6154,3.6
Gerrilee,16,Central Region,Male,1705,1.9
Elianore,22,Upper East Region,Male,4968,3
Grace,21,Western Region,Female,1904,1.9
Gavra,15,Upper East Region,Female,6791,3.8
Eleanor,20,Upper East Region,Male,1530,1.9
Filippa,24,Upper West,Male,3545,2.4
Marylynne,22,Greater Accra,Male,4205,2.7
Rosie,19,Volta Region,Male,4633,2.8
Kathie,23,Upper West,Male,4814,2.9
Lita,19,Northern Region,Female,2082,2
Prudence,21,Upper East Region,Male,4873,2.9
Rica,19,Central Region,Female,3301,2.3
Gwenni,21,Northern Region,Female,3467,2.4
Kinna,17,Central Region,Male,5409,3.2
Janice,18,Upper West,Female,6157,3.6
Gwennie,21,Northern Region,Female,6418,3.7
Rhianon,15,Ashanti Region,Female,1461,1.8
Lanni,22,Greater Accra,Male,1343,1.8
Doris,20,Upper West,Male,1706,1.9
Emylee,17,Northern Region,Male,5427,3.2
Bessy,16,Upper East Region,Female,1011,1.8
Rea,15,Western Region,Male,7245,4
Lynette,16,Northern Region,Male,6671,3.7
Doti,19,Greater Accra,Female,6259,3.6
April,25,Northern Region,Male,1538,1.9
Aubrette,15,Upper East Region,Male,3420,2.4
Nanci,21,Brong Ahafo Region,Male,3933,2.5
Mirabelle,19,Ashanti Region,Female,4214,2.7
Olivette,23,Upper East Region,Female,3786,2.5
Mariam,25,Northern Region,Male,5661,3.3
Joyce,23,Eastern Region,Male,6245,3.6
Lindsy,22,Ashanti Region,Female,1144,1.8
Gerty,21,Central Region,Male,1744,1.9
Aime,24,Volta Region,Male,2476,2.1
Stacy,24,Upper West,Female,1681,1.9
Cori,19,Upper East Region,Female,2998,2.2
Liana,18,Brong Ahafo Region,Male,6197,3.6
Eveline,25,Eastern Region,Female,3079,2.3
Pansie,17,Eastern Region,Female,4279,2.7
Mimi,21,Brong Ahafo Region,Female,3413,2.4
Gisella,20,Northern Region,Female,1280,1.8
Tandi,18,Greater Accra,Male,6314,3.7
Nanette,25,Greater Accra,Male,7197,3.9
Milli,17,Upper East Region,Female,1669,1.9
Milka,25,Volta Region,Male,4311,2.7
Tandie,23,Brong Ahafo Region,Female,3731,2.5
Janie,22,Volta Region,Female,2982,2.2
Nelle,21,Ashanti Region,Female,1555,1.9
Tabitha,21,Ashanti Region,Male,5184,3.1
Avis,16,Greater Accra,Female,1216,1.8
Abbe,20,Northern Region,Female,4155,2.6
Karmen,18,Ashanti Region,Female,5399,3.2
Patrizia,22,Upper West,Male,5007,3
Alidia,25,Ashanti Region,Female,1292,1.8
Nerta,23,Upper East Region,Male,1255,1.8
Alanah,19,Upper West,Female,2996,2.2
Alfie,18,Upper West,Female,3849,2.5
Leeann,18,Greater Accra,Male,4799,2.9
Maryanna,22,Central Region,Male,6434,3.7
Marleah,20,Upper East Region,Female,6713,3.8
Lib,18,Ashanti Region,Male,6015,3.6
Alida,15,Ashanti Region,Male,1841,1.9
Harmonie,15,Upper East Region,Male,7192,3.9
Marylin,17,Eastern Region,Female,6801,3.8
Elsbeth,16,Brong Ahafo Region,Female,1801,1.9
Lissy,23,Eastern Region,Male,6063,3.6
Diannne,21,Volta Region,Female,1042,1.8
Beverlee,21,Western Region,Female,4323,2.7
Jackie,21,Volta Region,Female,1698,1.9
Eugenia,25,Central Region,Female,3035,2.3
Philly,19,Northern Region,Male,1958,1.9
Lira,16,Ashanti Region,Female,3517,2.4
Diannne,21,Upper West,Male,1004,1.8
Marguerite,22,Northern Region,Male,3734,2.5
Adriena,17,Ashanti Region,Female,7027,3.9
Karolina,25,Western Region,Male,1351,1.8
Demetra,18,Upper West,Male,1154,1.8
Margret,16,Brong Ahafo Region,Female,4355,2.7
Fianna,19,Greater Accra,Female,7441,4
Delcine,20,Upper West,Female,1201,1.8
Norene,15,Western Region,Female,4027,2.6
Brande,17,Central Region,Female,1430,1.8
Pauletta,25,Upper East Region,Female,2282,2
Felice,19,Western Region,Female,5869,3.5
Kelli,21,Greater Accra,Male,6223,3.6
Tanhya,19,Eastern Region,Male,4298,2.7
Oralee,16,Greater Accra,Female,7107,3.9
Roanne,17,Upper East Region,Female,1534,1.9
Cass,15,Brong Ahafo Region,Female,5620,3.3
Jerrylee,22,Northern Region,Male,1812,1.9
Florri,16,Western Region,Male,6398,3.7
Alix,19,Central Region,Female,1087,1.8
Kathryn,20,Upper West,Female,1305,1.8
Adara,24,Western Region,Male,3214,2.3
Luise,21,Brong Ahafo Region,Female,7188,3.9
Suzie,22,Western Region,Male,5712,3.4
Maurene,17,Volta Region,Female,1551,1.9
Nissa,24,Volta Region,Male,1137,1.8
Marrissa,15,Upper West,Female,7432,4
Caty,18,Brong Ahafo Region,Female,3365,2.3
Mariellen,15,Brong Ahafo Region,Female,6641,3.7
Camilla,24,Volta Region,Male,1280,1.8
Rosemaria,25,Eastern Region,Male,1195,1.8
Mela,20,Northern Region,Male,2352,2.1
Fidelity,22,Eastern Region,Female,1083,1.8
Dorette,16,Brong Ahafo Region,Female,1258,1.8
Jeanne,19,Volta Region,Female,1071,1.8
Martica,17,Upper East Region,Male,5059,3.1
Hyacintha,19,Greater Accra,Male,3197,2.3
Beatrix,21,Volta Region,Male,6638,3.7
Cristionna,20,Upper West,Female,1762,1.9
Ginelle,15,Upper West,Female,1783,1.9
Kaia,20,Western Region,Female,6385,3.7
Ivie,19,Brong Ahafo Region,Male,2905,2.2
Becka,18,Eastern Region,Female,3160,2.3
Melisa,17,Western Region,Female,5683,3.3
Selene,22,Eastern Region,Male,3115,2.3
Brigitte,22,Upper East Region,Female,4207,2.7
Lara,21,Western Region,Male,5278,3.1
Aviva,24,Volta Region,Female,4011,2.6
Nelia,18,Greater Accra,Female,956,1.7
Doro,18,Upper West,Male,5312,3.2
Cherrita,18,Eastern Region,Female,1775,1.9
Ileana,24,Central Region,Female,7190,3.9
Garnet,21,Brong Ahafo Region,Male,1485,1.8
Deanne,21,Central Region,Male,1368,1.8
Ethyl,19,Volta Region,Male,6984,3.8
Reeva,16,Northern Region,Male,1554,1.9
Elfie,17,Northern Region,Female,1366,1.8
Lynsey,17,Greater Accra,Male,5950,3.5
Livia,18,Eastern Region,Male,5635,3.3
Flss,20,Upper East Region,Male,2308,2.1
Lynnette,17,Greater Accra,Female,7047,3.9
Marjorie,25,Ashanti Region,Female,3531,2.4
Lucila,17,Eastern Region,Female,5200,3.1
Melonie,21,Western Region,Male,7166,3.9
Concettina,15,Volta Region,Male,2517,2.2
Maxie,25,Ashanti Region,Male,1021,1.8
Andria,22,Brong Ahafo Region,Male,2941,2.2
Giulietta,23,Eastern Region,Male,5410,3.2
Bettine,25,Upper West,Male,6674,3.7
